molecule,num_molecules,rotational_diffusion_time_ns,rotational_diffusion_time_ns_unpied,collection_time_point_ns,collection_time_point_us,repetitions,excitation_scheme,singlet_polarization,singlet_intensity,crescent_polarization,crescent_intensity,trigger_polarization,trigger_intensity,num_x,num_y,ratio_xy_mean,ratio_xy_std,datetime,trigger_number,collection_start_time
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,950,0.95,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,103,29,3.85,1.1333333333333333,20230425144522,1,975
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1000,1.0,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,84,32,2.855952380952381,1.0974253521894408,20230425144524,1,1025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1050,1.05,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,141,32,9.343376623376624,10.920631916262794,20230425144526,1,1075
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1100,1.1,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,91,33,3.286507936507937,1.7493878279954749,20230425144528,1,1125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1150,1.15,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,124,23,5.900476190476191,1.8128117997506505,20230425144530,1,1175
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1200,1.2,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,83,22,4.073333333333333,1.375524142524102,20230425144532,1,1225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1250,1.25,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,95,35,3.3033333333333332,1.644600593187024,20230425144534,1,1275
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1300,1.3,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,125,40,3.2347619047619047,0.6313064594988623,20230425144535,1,1325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1350,1.35,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,100,31,3.84,1.658403218330181,20230425144537,1,1375
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1400,1.4,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,117,47,2.507070707070707,0.2358883246451756,20230425144539,1,1425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1450,1.45,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,99,30,6.717777777777778,7.691751554445101,20230425144541,1,1475
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1500,1.5,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,94,27,3.6576190476190478,0.9994969256122752,20230425144544,1,1525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1550,1.55,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,108,36,3.4,1.1153474794878948,20230425144546,1,1575
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1600,1.6,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,83,39,2.212063492063492,0.47132926109122075,20230425144548,1,1625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1650,1.65,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,120,26,5.246666666666667,1.987471872617181,20230425144550,1,1675
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1700,1.7,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,129,31,4.24,0.669900997863696,20230425144553,1,1725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1750,1.75,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,137,46,3.0560606060606057,0.6937731374213979,20230425144556,1,1775
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1800,1.8,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,146,44,3.437777777777778,0.749867478003881,20230425144558,1,1825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1850,1.85,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,90,26,7.013888888888888,7.2287257043438835,20230425144600,1,1875
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1900,1.9,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,116,25,5.00952380952381,1.46356738090805,20230425144602,1,1925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,1950,1.95,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,106,29,3.856190476190476,1.0029905396740972,20230425144604,1,1975
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2000,2.0,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,107,55,2.0117132867132868,0.4490937184807579,20230425144606,1,2025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2050,2.05,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,113,56,2.1815018315018313,0.8074523079177166,20230425144609,1,2075
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2100,2.1,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,121,53,2.585576923076923,0.9762641630093422,20230425144611,1,2125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2150,2.15,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,110,37,3.3944444444444444,1.525746123890833,20230425144613,1,2175
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2200,2.2,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,83,33,2.600952380952381,0.574944737559329,20230425144615,1,2225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2250,2.25,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,119,40,3.0722222222222224,0.7165589927727211,20230425144618,1,2275
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2300,2.3,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,99,49,2.1140404040404044,0.5515518173330105,20230425144621,1,2325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2350,2.35,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,129,35,4.172727272727273,1.5986564607003102,20230425144623,1,2375
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2400,2.4,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,99,24,4.42,1.2714995521474284,20230425144626,1,2425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2450,2.45,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,82,35,2.476825396825397,0.6639867526233939,20230425144629,1,2475
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2500,2.5,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,131,18,10.8,8.756679989838869,20230425144631,1,2525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2550,2.55,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,111,25,4.6414285714285715,0.9403690113732057,20230425144634,1,2575
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2600,2.6,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,98,26,4.002380952380952,1.115912528370865,20230425144636,1,2625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2650,2.65,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,82,23,6.446666666666667,7.286383038090832,20230425144639,1,2675
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2700,2.7,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,103,43,2.4411111111111112,0.40236338836466756,20230425144642,1,2725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2750,2.75,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,105,38,3.040952380952381,1.062003412031022,20230425144645,1,2775
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2800,2.8,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,116,53,2.4469017094017094,0.8449548236614679,20230425144648,1,2825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2850,2.85,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,73,25,4.00952380952381,2.6688171600942625,20230425144651,1,2875
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2900,2.9,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,105,20,8.433333333333334,7.863445668266411,20230425144655,1,2925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,2950,2.95,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,88,33,2.806904761904762,0.9905472730903646,20230425144657,1,2975
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3000,3.0,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,88,40,2.448241758241758,0.7509134959315735,20230425144700,1,3025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3050,3.05,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,112,34,3.482222222222222,1.0157015728348602,20230425144704,1,3075
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3100,3.1,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,83,23,3.991428571428572,1.4748877508308964,20230425144707,1,3125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3150,3.15,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,114,39,3.2399999999999998,1.1253443917308157,20230425144709,1,3175
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3200,3.2,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,90,39,2.5166666666666666,0.7461009761866464,20230425144713,1,3225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3250,3.25,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,118,32,3.7973809523809523,0.7046977126492975,20230425144715,1,3275
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3300,3.3,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,179,50,3.664393939393939,0.6724422683205293,20230425144718,1,3325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3350,3.35,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,92,31,3.5509523809523804,1.966466812167449,20230425144720,1,3375
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3400,3.4,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,118,64,1.8812062937062937,0.3672286338632546,20230425144723,1,3425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3450,3.45,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,76,29,2.725,0.5643580423808985,20230425144727,1,3475
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3500,3.5,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,118,30,4.718333333333334,2.5056292179366397,20230425144730,1,3525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3550,3.55,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,94,27,4.033333333333333,1.7776388834631178,20230425144733,1,3575
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3600,3.6,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,111,55,2.1011111111111114,0.43222650669113266,20230425144737,1,3625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3650,3.65,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,126,36,3.6533333333333338,0.8000192741442343,20230425144740,1,3675
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3700,3.7,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,116,42,2.949603174603175,0.8105051630307927,20230425144743,1,3725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3750,3.75,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,84,19,5.4,2.8333725487482226,20230425144747,1,3775
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3800,3.8,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,108,38,3.171111111111111,1.1960758884218834,20230425144750,1,3825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3850,3.85,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,94,34,2.887936507936508,0.7056290961013458,20230425144754,1,3875
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3900,3.9,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,71,29,2.619047619047619,0.859256652848759,20230425144757,1,3925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,3950,3.95,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,86,43,2.2161616161616164,0.8328122031390855,20230425144800,1,3975
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,4000,4.0,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,120,26,5.2404761904761905,2.0792190667261687,20230425144802,1,4025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,4050,4.05,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,137,39,3.767020202020202,0.9395431020925679,20230425144805,1,4075
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,4100,4.1,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,109,50,2.2800000000000002,0.5774609173884507,20230425144808,1,4125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,4150,4.15,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,108,50,2.271324786324786,0.6735657213063815,20230425144810,1,4175
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,4200,4.2,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,81,31,2.7777777777777777,0.7081884383393525,20230425144812,1,4225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,785.3981633974482,249.99999999999997,4250,4.25,5,<function gentle_check at 0x00000268CA2B4DC0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,100,41,2.678205128205128,0.8030713355734495,20230425144814,1,4275
