molecule,num_molecules,rotational_diffusion_time_ns,rotational_diffusion_time_ns_unpied,collection_time_point_ns,collection_time_point_us,repetitions,excitation_scheme,singlet_polarization,singlet_intensity,crescent_polarization,crescent_intensity,trigger_polarization,trigger_intensity,num_x,num_y,total_num,ratio_xy_mean,ratio_xy_std,calculated_lifetime_mean,calculated_lifetime_std,datetime,trigger_number,collection_start_time
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1000,1.0,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101444,35635,172003,2.850902530527508,0.12748917288574618,1026.3815280253405,0.04410357112210641,20230508160215,1,1025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1050,1.05,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,100939,35721,171603,2.830924834236665,0.13499271823719297,1076.3668958692328,0.034871113380299294,20230508160257,1,1075
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1100,1.1,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101818,35422,172270,2.878851771194812,0.1378275330147279,1126.3783800872877,0.03546894154311744,20230508160336,1,1125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1150,1.15,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101649,35585,172452,2.8608419425918736,0.12537707069713802,1176.3815762107865,0.036928061626967566,20230508160415,1,1175
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1200,1.2,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102177,35536,173215,2.8789407144513426,0.11990707452749824,1226.3734911684528,0.037831175344608274,20230508160451,1,1225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1250,1.25,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102460,35487,173070,2.890929885185535,0.11030469226550123,1276.385760228057,0.04118889344467961,20230508160533,1,1275
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1300,1.3,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102633,35420,173384,2.9013349208080603,0.12872583113617556,1326.371457038642,0.04527034198086059,20230508160609,1,1325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1350,1.35,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102171,35479,173262,2.8845683805039073,0.1318200108618125,1376.3869917633253,0.035287066532505774,20230508160648,1,1375
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1400,1.4,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101501,35499,172064,2.865170475510665,0.14038856848708078,1426.3718821127873,0.03431629281328288,20230508160735,1,1425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1450,1.45,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102352,35374,173038,2.89877308873184,0.13951347348907456,1476.3741431493486,0.03140105683898549,20230508160822,1,1475
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1500,1.5,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102387,35572,173211,2.880499476196005,0.10343519785204895,1526.3727314595278,0.035573629764281994,20230508160912,1,1525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1550,1.55,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102044,35171,172748,2.9045544288929093,0.11705011989787298,1576.368895638314,0.03447805412608841,20230508160958,1,1575
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1600,1.6,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101691,35475,172391,2.869647768826594,0.10863403796554888,1626.390193893333,0.039212797889299995,20230508161043,1,1625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1650,1.65,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102107,35220,172569,2.9047083248441754,0.14431238092717757,1676.3701918090414,0.03515688477719476,20230508161133,1,1675
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1700,1.7,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101776,35045,171953,2.908096260476055,0.13247191242102985,1726.3732245042731,0.0421545292563088,20230508161220,1,1725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1750,1.75,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102125,35283,172718,2.8988354110347485,0.12991478160499345,1776.3791256735096,0.03433726832316911,20230508161310,1,1775
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1800,1.8,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102049,35611,172954,2.8684404562402324,0.11239280482174446,1826.3740421938307,0.040440166459711276,20230508161353,1,1825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1850,1.85,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101895,35241,172515,2.896158802544361,0.1350584286564874,1876.3849328996882,0.04104518958217897,20230508161445,1,1875
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1900,1.9,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102034,35390,172765,2.886825014903096,0.12314790714871683,1926.3788702221393,0.03521005353167343,20230508161541,1,1925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,1950,1.95,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102076,35439,172633,2.8842971278735807,0.12405604819697,1976.3700622080942,0.04223045964190346,20230508161637,1,1975
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2000,2.0,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102068,35249,172356,2.8990765410517643,0.12940569930038776,2026.3780188794826,0.03983754644301762,20230508161738,1,2025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2050,2.05,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101881,35070,172425,2.908116336516033,0.10239725053940206,2076.372262781644,0.04022001170463628,20230508161839,1,2075
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2100,2.1,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102616,35114,172925,2.926092294533,0.1265264501539487,2126.376553485349,0.04826375775321822,20230508161942,1,2125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2150,2.15,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102481,35392,173285,2.8997055703252776,0.12989686922545832,2176.3759989361088,0.035143051931729015,20230508162024,1,2175
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2200,2.2,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102184,35180,172726,2.9087627544798953,0.12020565222617512,2226.386899202721,0.033385443144879824,20230508162106,1,2225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2250,2.25,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102564,35290,173537,2.9110007081862097,0.14195600636568467,2276.3787916477945,0.038469036186988,20230508162145,1,2275
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2300,2.3,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102212,35069,172504,2.9186708808683988,0.13197074562228947,2326.385813087103,0.039265929398014106,20230508162223,1,2325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2350,2.35,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102083,35281,172690,2.8978671837308196,0.12838969849223597,2376.3821142228935,0.04264696022031538,20230508162305,1,2375
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2400,2.4,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101809,35008,172254,2.913161074941338,0.13445795700814533,2426.370175053542,0.0418672634402818,20230508162349,1,2425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2450,2.45,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102090,35373,172715,2.8893973148746523,0.11113684800801538,2476.37239594049,0.04013467983834821,20230508162438,1,2475
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2500,2.5,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101843,35535,172553,2.8706747965878003,0.12913136925657462,2526.384491654941,0.03305448548349461,20230508162526,1,2525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2550,2.55,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101664,35355,172379,2.88046170719644,0.13967774494638457,2576.382747960228,0.04057640738117933,20230508162613,1,2575
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2600,2.6,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101590,35224,172301,2.8884055989110227,0.12238679397158096,2626.378318990772,0.03485397141291031,20230508162700,1,2625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2650,2.65,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101836,35721,173218,2.855386770202356,0.13107038765301368,2676.3764454331817,0.0359688138686301,20230508162745,1,2675
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2700,2.7,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102269,35271,172922,2.9042685879907104,0.13626255490550002,2726.3781147663567,0.03949689379728991,20230508162830,1,2725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2750,2.75,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101888,35393,172134,2.8829434329764534,0.12556146110011093,2776.3695455656734,0.030711142296765633,20230508162911,1,2775
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2800,2.8,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102033,35331,172654,2.8903081678087084,0.09317339097288296,2826.3722608168155,0.02940345824819284,20230508162952,1,2825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2850,2.85,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101969,35315,172323,2.891558207194079,0.12311203240495189,2876.3790030556615,0.03970407208600668,20230508163026,1,2875
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2900,2.9,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101763,35190,172350,2.896319862133011,0.1365420647688359,2926.382647578062,0.03935160401494492,20230508163059,1,2925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,2950,2.95,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101845,35403,172454,2.88096202669917,0.12727746651565086,2976.3841066080554,0.04239965140514759,20230508163138,1,2975
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3000,3.0,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102393,35150,173176,2.9180449392844445,0.1317821338655271,3026.384614255503,0.03538177612270391,20230508163213,1,3025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3050,3.05,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101699,35495,172567,2.8697881278303456,0.13198625297205988,3076.3831029720536,0.03346405004944922,20230508163302,1,3075
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3100,3.1,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102274,35230,172672,2.9060408210838977,0.11387568573098426,3126.3755396922,0.036626272002401115,20230508163347,1,3125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3150,3.15,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102187,35358,173098,2.8946717238739783,0.1303350384826306,3176.371465239432,0.04174164290406331,20230508163435,1,3175
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3200,3.2,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101260,35464,171893,2.859685836416823,0.12500305243908244,3226.3783824678976,0.037196339251266954,20230508163523,1,3225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3250,3.25,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101157,35058,171460,2.890760918651103,0.14071816536932477,3276.372774345828,0.04235965957881838,20230508163609,1,3275
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3300,3.3,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102779,35417,173571,2.9067401401482216,0.13606244478126556,3326.383077675753,0.03863136744692529,20230508163659,1,3325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3350,3.35,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102543,35073,172577,2.927642402912267,0.12364905343515116,3376.3718671453535,0.040635275072897464,20230508163743,1,3375
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3400,3.4,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102313,34818,171998,2.9429613790092053,0.12336871314151376,3426.366184777944,0.04126710112923036,20230508163827,1,3425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3450,3.45,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102262,35282,172801,2.901725833384505,0.1187797449993207,3476.3674911774274,0.04309744963695484,20230508163910,1,3475
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3500,3.5,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101383,35106,171605,2.8919950530351564,0.12591073503176878,3526.3756594207116,0.036323702655586765,20230508163958,1,3525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3550,3.55,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101467,35022,171831,2.9012142264760836,0.1199173172867828,3576.37546308523,0.03939449669907082,20230508164044,1,3575
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3600,3.6,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101707,35429,172343,2.8750055252859603,0.1211737438948513,3626.3816204336176,0.041815227161759956,20230508164130,1,3625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3650,3.65,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101482,35074,171803,2.89699912583348,0.11566713968938794,3676.374207988656,0.03655978196250058,20230508164215,1,3675
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3700,3.7,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,101760,35023,171651,2.9090882401959766,0.12145201371948046,3726.3728878625857,0.03286931350173583,20230508164259,1,3725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,785.3981633974482,249.99999999999997,3750,3.75,50,<function gentle_check at 0x000001EA31630E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,102697,35405,173202,2.904824917068978,0.1325035064438696,3776.3827667379483,0.038490413320342004,20230508164349,1,3775
